job,number,place,pub_time,title
技术类,3,深圳,2019-04-28,22989-视频云后台开发工程师
技术类,1,深圳,2019-04-28,25927-高级测试开发工程师（深圳）
技术类,1,深圳,2019-04-28,30628-腾讯广告开放平台服务端PHP开发工程师（深圳）
设计类,1,深圳,2019-04-28,15583-3D动画特效设计（深圳）
职能类,1,深圳,2019-04-28,TEG16-高级秘书（深圳）
产品/项目类,1,上海,2019-04-28,32032-高级游戏项目经理（上海）
技术类,1,深圳,2019-04-28,31506-腾讯云运营开发工程师
产品/项目类,1,深圳,2019-04-28,TEG12-运营支撑系统高级产品经理（深圳）
市场类,1,深圳,2019-04-28,30934-海外市场传讯资深经理 Senior Manager of Marketing Communication 
技术类,1,北京,2019-04-28,CSIG16-搜索引擎高级架构师
技术类,1,上海,2019-04-28,25927-高级移动客户端开发工程师
技术类,1,北京,2019-04-28,30628-腾讯广告系统后台开发高级工程师（研发中心-北京）
市场类,1,广州,2019-04-28,WXG09-高级市场营销经理（体育营销方向）
技术类,2,深圳,2019-04-28,25663-腾讯云泛互联网后台开发高级工程师（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-腾讯云教育行业总监（北京/深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-腾讯云高校产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,27192-互娱用户研究产品经理
技术类,1,深圳,2019-04-28,25663-泛互联网高级后台工程师(深圳)
市场类,1,深圳,2019-04-28,30934-海外社群内容策略关系管理经理 Community Strategy Manager（深圳总部）
产品/项目类,1,深圳,2019-04-28,23671-企鹅号产品经理-洞察工具CRM
产品/项目类,1,深圳,2019-04-28,27192-互娱用户研究项目经理
职能类,1,深圳,2019-04-28,27441-投资公司管理经理（深圳）
,1,深圳,2019-04-28,30934-海外公共关系及推广经理/资深经理 Manager/Senior Manager of Public Relations and Promotion 
产品/项目类,1,深圳,2019-04-28,23671-企鹅号产品经理-CP活跃&增长
产品/项目类,1,深圳,2019-04-28,23671-企鹅号产品经理-洞察工具CP管理
产品/项目类,1,深圳,2019-04-28,29912-短视频项目经理
产品/项目类,1,深圳,2019-04-28,15612-资深系统策划（深圳）
技术类,3,深圳,2019-04-28,TEG14-社交业务后台开发工程师
产品/项目类,1,深圳,2019-04-28,23671-企鹅号产品经理-CP激励机制
技术类,3,深圳,2019-04-28,15612-手游后台高级工程师（深圳）
设计类,1,深圳,2019-04-28,29923-社交产品交互设计师(深圳）
技术类,1,北京,2019-04-28,28937-移动游戏测试工程师（北京）
技术类,2,深圳,2019-04-28,TEG14-Elasticsearch研发工程师
产品/项目类,1,深圳,2019-04-28,15612-版本运营策划（深圳）
技术类,2,深圳,2019-04-28,15612-手游客户端开发工程师（深圳）
市场类,1,深圳,2019-04-28,15774-游戏产品市场分析经理（深圳）
产品/项目类,1,深圳,2019-04-28,22989-AI高级产品运营经理（AI服务平台产品）
产品/项目类,1,深圳,2019-04-28,18402-移动游戏本地化
技术类,1,深圳,2019-04-28,27216-腾讯乘车码高级开发工程师
市场类,1,深圳,2019-04-28,29311-腾讯安全品牌经理（深圳）
设计类,1,深圳,2019-04-28,15612-手游高级UI设计师（深圳）
产品/项目类,1,深圳,2019-04-28,27556-开放世界RPG手游平台合作
设计类,1,深圳,2019-04-28,15712-游戏高级交互设计师（深圳）
市场类,1,深圳,2019-04-28,25668-腾讯云金融行业高级市场经理（深圳）
产品/项目类,3,深圳,2019-04-28,31504-服务产品中心高级产品经理/储备leader
设计类,1,成都,2019-04-28,22989-腾讯云设计中心-高级交互设计师（成都）
技术类,1,深圳,2019-04-28,16810-动漫平台iOS开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,18402-MMO手游-平台渠道运营
市场类,2,北京,2019-04-28,19837-电影区域发行经理（北京）
技术类,2,深圳,2019-04-28,TEG05-应用运维安全开发工程师（深圳）
技术类,1,深圳,2019-04-28,PCG17-QQ钱包支付后台开发工程师（深圳）
内容编辑类,1,北京,2019-04-28,16810-腾讯动漫原创编辑
产品/项目类,1,深圳,2019-04-28,29777-金融科技产品经理
市场类,1,深圳,2019-04-28,30624-腾讯广告白酒行业广告销售经理（深圳）
技术类,1,深圳,2019-04-28,31458-通讯业务研发工程师
产品/项目类,1,北京,2019-04-28,CSIG02-智慧教育售前工程师(北京)
职能类,2,深圳,2019-04-28,S2-账务中心高级会计（深圳）
技术类,1,北京,2019-04-28,28937-移动游戏测试工程师（北京）
产品/项目类,1,深圳,2019-04-28,PCG09-创新产品运营经理（内容/用户运营方向）
技术类,3,上海,2019-04-28,22989-大数据和人工智能交付架构师（北京/深圳/上海）
技术类,3,深圳,2019-04-28,23671-短视频大数据分析开发（深圳）
职能类,2,深圳,2019-04-28,TZ-IR Officer
技术类,2,深圳,2019-04-28,TEG05-高级安全策略工程师（深圳）
产品/项目类,1,深圳,2019-04-28,29777-腾讯云高级运营经理（深圳）
产品/项目类,3,深圳,2019-04-28,22989-专有云产品策划经理
市场类,1,深圳,2019-04-28,14914-品牌营销经理（深圳）
产品/项目类,1,深圳,2019-04-28,26564-游戏社区APP产品策划（深圳）
产品/项目类,1,深圳,2019-04-28,18302-手游制作人（深圳）
技术类,1,北京,2019-04-28,CSIG16-腾讯地图高级研发工程师
市场类,1,武汉,2019-04-28,21309-腾讯教育科技有限公司销售总监（武汉）
产品/项目类,2,深圳,2019-04-28,HY3-虚拟偶像策划运营（深圳）
技术类,1,深圳,2019-04-28,20016-天美手游高级测试工程师(深圳)
技术类,1,深圳,2019-04-28,29912-增长算法岗
技术类,2,上海,2019-04-28,19332-企点大数据开发工程师（上海）
技术类,1,深圳,2019-04-28,PCG10-浏览器搜索广告算法（高级）研究员 
技术类,1,北京,2019-04-28,25663-泛互联网解决方案架构师（北京）
技术类,1,深圳,2019-04-28,30361-WEB前端工程师(深圳)
产品/项目类,1,上海,2019-04-28,19407-移动游戏数据分析
产品/项目类,1,深圳,2019-04-28,TME-全民K歌平台产品运营（深圳）
技术类,1,深圳,2019-04-28,29777-金融云互联网金融售前架构师（深圳/北京/上海）（深圳）
产品/项目类,2,深圳,2019-04-28,19511-腾讯游戏学院高级人才发展经理（深圳）
技术类,2,深圳,2019-04-28,23294-互娱手游电竞运营开发工程师(深圳)
产品/项目类,1,上海,2019-04-28,19407-移动游戏平台合作
产品/项目类,1,深圳,2019-04-28,15665-公共协调项目管理经理(深圳)
技术类,1,深圳,2019-04-28,30628-腾讯广告Java开发工程师（深圳）
产品/项目类,1,北京,2019-04-28,31506-云安全项目经理（深圳/北京）（北京）
技术类,1,杭州,2019-04-28,22989-大数据AI综合应用资深后台开发工程师
技术类,1,深圳,2019-04-28,22989-腾讯云中间件Devops平台后台开发组长 （深圳)
产品/项目类,1,北京,2019-04-28,CSIG16-腾讯地图生活服务产品经理
产品/项目类,1,北京,2019-04-28,CSIG16-地图搜索产品经理
产品/项目类,1,深圳,2019-04-28,25664-政府行业产品经理
技术类,1,深圳,2019-04-28,22989-AI产品高级后台软件开发工程师
产品/项目类,1,北京,2019-04-28,CSIG16-腾讯地图渠道运营
产品/项目类,1,北京,2019-04-28,CSIG16-腾讯地图合作产品策划
技术类,1,深圳,2019-04-28,21557-音视频网络技术高级开发工程师（深圳）
职能类,1,深圳,2019-04-28,RP-共享服务运营高级经理（深圳）
技术类,1,上海,2019-04-28,25927-WeTest云平台资深架构师（上海）
职能类,1,深圳,2019-04-28,IEG-领导力培训经理（深圳）
产品/项目类,1,深圳,2019-04-28,30933-主系统策划（社交方向）（深圳）
职能类,1,深圳,2019-04-28,CB-高级薪酬经理[长期激励方向]（深圳）
技术类,2,深圳,2019-04-28,TME-腾讯音乐多媒体AI研究员（深圳）
技术类,1,北京,2019-04-28,30628-腾讯广告数据管理Java应用研发工程师（北京）
产品/项目类,1,深圳,2019-04-28,30933-主数值策划（深圳）
职能类,1,深圳,2019-04-28,29316-HRBP（深圳）
技术类,1,深圳,2019-04-28,25663-泛互联网解决方案架构师（北京/上海/深圳）（深圳总部）
职能类,2,深圳,2019-04-28,26832-海外招聘经理（深圳）
职能类,1,深圳,2019-04-28,29316-HRBP（深圳）
产品/项目类,1,深圳,2019-04-28,27553-音乐榜单产品策划
产品/项目类,1,深圳,2019-04-28,PCG09-信息流策略推荐高级产品经理
设计类,1,深圳,2019-04-28,15569-横版射击手游主美术（深圳）
职能类,1,深圳,2019-04-28,26832-海外校园招聘经理（深圳）
职能类,1,深圳,2019-04-28,IEG-组织发展经理
技术类,1,北京,2019-04-28,22086-腾讯体育Android开发工程师（北京）
技术类,1,深圳,2019-04-28,PCG09-QQ看点后台开发（深圳）
设计类,2,深圳,2019-04-28,30633-腾讯社交广告视觉设计师（设计中心  深圳）
产品/项目类,1,深圳,2019-04-28,18302-新动作手游系统策划（深圳）
技术类,1,深圳,2019-04-28,30933-高级引擎图形开发工程师/Senior Graphics Engineer
产品/项目类,1,上海,2019-04-28,25927-平台高级产品经理（上海）
技术类,1,深圳,2019-04-28,25927-游戏测试经理（深圳）
技术类,1,深圳,2019-04-28,31504-运营服务管理
产品/项目类,1,深圳,2019-04-28,18302-新动作手游角色战斗策划（深圳）
技术类,1,深圳,2019-04-28,PCG04-腾讯PCG研发部架构师（深圳）
技术类,1,深圳,2019-04-28,25927-高级测试开发工程师（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云解决方案架构师-容器服务（上海/北京/深圳/成都）
市场类,1,深圳,2019-04-28,GY0-【国际业务部】海外广告高级销售经理（深圳）
技术类,1,上海,2019-04-28,CSIG17-腾讯云SaaS产品高级测试工程师
职能类,1,深圳,2019-04-28,FWZ-游戏维权法务（深圳）
技术类,1,深圳,2019-04-28,31504-后台开发工程师
技术类,1,深圳,2019-04-28,22989-数据分析师
技术类,1,深圳,2019-04-28,16810-腾讯动漫高级运营开发工程师 
设计类,1,深圳,2019-04-28,18302-高级UI动效设计师（深圳）
技术类,1,广州,2019-04-28,WXG03-微信开放平台后台策略安全工程师
技术类,1,深圳,2019-04-28,31504-运营开发工程师
技术类,1,深圳,2019-04-28,22989-专有云售前架构师
技术类,1,深圳,2019-04-28,15571-CF手游后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,TEG09-云架构平台运营开发工程师（深圳）
市场类,1,深圳,2019-04-28,30629-腾讯广告品牌公关经理
技术类,1,深圳,2019-04-28,25923-PC客户端开发工程师（深圳）
职能类,1,深圳,2019-04-28,21532-腾讯音乐基建技术专员（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云平台产品中心高级WEB前端开发（深圳）
设计类,3,深圳,2019-04-28,15605-高级3D场景设计师(深圳)
技术类,1,深圳,2019-04-28,25923-腾讯游戏Redis开发高级工程师（深圳）
技术类,1,深圳,2019-04-28,PCG04-测试开发工程师（深圳）
职能类,1,深圳,2019-04-28,21532-腾讯音乐福利文化专员（深圳）
技术类,1,深圳,2019-04-28,22989-云售后运维工程师(北京/上海/深圳)（深圳总部）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云高级流量运营经理
产品/项目类,1,北京,2019-04-28,30625-腾讯广告KA旅游行业运营经理
产品/项目类,1,深圳,2019-04-28,26699-智慧零售业务中心项目经理（深圳）
技术类,1,北京,2019-04-28,31112-腾讯视频游戏中心后台开发
市场类,1,上海,2019-04-28,28096-商务拓展经理
产品/项目类,1,深圳,2019-04-28,GY0-【国际业务部】JOOX策划产品经理-机器学习方向（深圳）
技术类,1,深圳,2019-04-28,25924-移动客户端架构师
产品/项目类,1,深圳,2019-04-28,29910-设计项目管理
技术类,1,深圳,2019-04-28,21557-音视频实验室音频工程专家（深圳/北京）
技术类,1,深圳,2019-04-28,25924-移动客户端架构师 （深圳）
产品/项目类,1,深圳,2019-04-28,CSIG15-项目经理
技术类,1,深圳,2019-04-28,TEG06-C/C++高级后台开发工程师（深圳）
产品/项目类,2,深圳,2019-04-28,15665-日本游戏IP经理(深圳)
技术类,2,北京,2019-04-28,21557-音视频实验室音频算法专家（深圳/北京/美国）（北京）
产品/项目类,1,上海,2019-04-28,24987-运营经理
技术类,1,深圳,2019-04-28,23486-证券数据分析工程师（深圳）
技术类,1,广州,2019-04-28,25664-JAVA/Golang后台开发工程师
产品/项目类,1,深圳,2019-04-28,15665-IP文学策划（深圳）
技术类,1,深圳,2019-04-28,PCG14-手游助手引擎开发高级工程师（深圳）
产品/项目类,1,上海,2019-04-28,19407-移动游戏运营经理
产品/项目类,1,深圳,2019-04-28,PCG15-渠道策略负责人（用户增长）
设计类,1,深圳,2019-04-28,18302-LBS手游3D动画组长（深圳）
设计类,1,深圳,2019-04-28,18302-《一起来捉妖》-资深GUI设计师（深圳）
设计类,1,深圳,2019-04-28,18302-剑灵手游资深3D特效设计师/专家（深圳）
职能类,1,深圳,2019-04-28,S2-海外金融审计经理（深圳）
产品/项目类,1,上海,2019-04-28,24987-战术竞技类游戏关卡策划
设计类,1,深圳,2019-04-28,18302-世界观概念设计师（深圳）
设计类,1,深圳,2019-04-28,18302-新动作手游资深GUI设计师（深圳）
产品/项目类,2,深圳,2019-04-28,30934-资深大数据分析师 senior big data analyst（深圳总部）
职能类,1,深圳,2019-04-28,S2-采购风控经理
职能类,1,深圳,2019-04-28,S2-TEG风控经理
产品/项目类,1,上海,2019-04-28,15614-天刀手游商业化运营（上海）
设计类,1,深圳,2019-04-28,15569-魂斗罗3D特效设计师（深圳）
市场类,1,深圳,2019-04-28,30934-游戏海外市场推广高级经理（日韩/欧美）
设计类,1,深圳,2019-04-28,15611-WarSong 3D特效设计（深圳）
职能类,1,深圳,2019-04-28,S2-WXG风控经理(深圳）
技术类,1,深圳,2019-04-28,18435-合规反洗钱岗
技术类,1,深圳,2019-04-28,PCG09-QQ看点用户画像系统开发工程师（深圳）
市场类,1,成都,2019-04-28,25666-西南区域川藏拓展组泛企业线组长
设计类,1,深圳,2019-04-28,15611-WarSong3D动作设计（深圳）
技术类,1,深圳,2019-04-28,PCG14-流量生态后台开发工程师（深圳）
职能类,1,深圳,2019-04-28,CDG-企业文化经理（深圳）
技术类,1,深圳,2019-04-28,15605-《一人之下》手游客户端开发高级工程师（深圳）
技术类,2,深圳,2019-04-28,31504-网站备案运营经理
技术类,2,深圳,2019-04-28,31504-高级服务改进经理
,1,北京,2019-04-28,14914-综合内容平台公关经理（深圳）
职能类,2,深圳,2019-04-28,TEG-培训经理（深圳）
技术类,1,深圳,2019-04-28,TME-中央曲库数据挖掘/分析工程师
技术类,1,深圳,2019-04-28,31504-高级服务运营经理
技术类,1,深圳,2019-04-28,31504-高级开发工程师-视频方向
技术类,1,深圳,2019-04-28,31504-高级开发工程-web方向
技术类,3,深圳,2019-04-28,22989-腾讯云中间件高级web前端开发工程师（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云Devops平台后台开发组长
技术类,2,深圳,2019-04-28,PCG19-腾讯视频后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,18302-新动作手游后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,31504-Linux后台开发工程师
产品/项目类,1,深圳,2019-04-28,22989-网络项目管理高级经理
技术类,2,深圳,2019-04-28,31504-CallCenter主管
产品/项目类,1,深圳,2019-04-28,18302-大IP新动作手游市场运营(深圳)
市场类,1,深圳,2019-04-28,30629-腾讯广告产品高级市场经理（微信广告）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云存储产品高级产品运营经理
技术类,1,深圳,2019-04-28,CSIG07-WEB前端开发（企业安全方向）
技术类,2,北京,2019-04-28,PCG19-腾讯视频机器学习算法工程师（北京）
技术类,1,上海,2019-04-28,25927-WeTest 高级后台开发工程师（上海）
产品/项目类,1,深圳,2019-04-28,TME-全民K歌 海外产品经理
技术类,1,深圳,2019-04-28,CSIG07-运营开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG07-企业安全项目经理（深圳）
技术类,1,北京,2019-04-28,PCG19-腾讯视频WEB前端开发工程师（北京）
技术类,1,深圳,2019-04-28,PCG04-移动安全/移动渗透安全工程师（深圳）
设计类,1,深圳,2019-04-28,28096-QQ音乐高级UI设计（深圳）
市场类,1,北京,2019-04-28,25667-政府行业渠道销售
设计类,1,上海,2019-04-28,15614-次世代手游2D人物原画设计（上海）
市场类,1,上海,2019-04-28,25667-高级商务拓展经理（上海）
市场类,1,深圳,2019-04-28,25667-行业渠道烟草行业大客户经理（北京、上海、深圳）
市场类,1,北京,2019-04-28,25667-行业渠道经理（投后）（北京）
技术类,1,深圳,2019-04-28,28994-区块链应用（高级）开发工程师（深圳）
产品/项目类,1,上海,2019-04-28,15614-SLG资深系统策划（上海）
技术类,1,深圳,2019-04-28,28096-腾讯音乐后台开发工程师（深圳）
市场类,1,深圳,2019-04-28,25667-行业渠道经理（投后）（深圳总部）
技术类,1,深圳,2019-04-28,22989-物联网基础产品高级后台研发工程师
技术类,1,深圳,2019-04-28,22989- 物联网行业产品高级后台研发工程师
市场类,1,北京,2019-04-28,25667-传统企业/工业渠道销售（北京）
技术类,2,北京,2019-04-28,TEG02-自研交换机测试高级工程师（深圳）（北京）
产品/项目类,1,上海,2019-04-28,29777-金融云交付项目经理（上海）
技术类,1,深圳,2019-04-28,25928-应用开发工程师（深圳）
市场类,1,深圳,2019-04-28,25667-传统企业/工业渠道销售（深圳总部）
市场类,1,深圳,2019-04-28,25667-高级商务拓展经理（深圳）
产品/项目类,1,北京,2019-04-28,29777-金融云交付项目经理（北京）
技术类,2,深圳,2019-04-28,TEG09-高级业务运维工程师（深圳）
技术类,2,深圳,2019-04-28,TEG02-交换机系统研发工程师（深圳）（深圳总部）
技术类,1,北京,2019-04-28,TEG02-交换机系统研发工程师（深圳）（北京）
设计类,1,深圳,2019-04-28,15569-QQ飞车手游高级UI交互设计师（深圳）
技术类,5,深圳,2019-04-28,TME-全民K歌音频推荐算法工程师（深圳）
技术类,2,深圳,2019-04-28,TME-腾讯音乐python开发工程师
产品/项目类,1,深圳,2019-04-28,24012-资深游戏社交产品经理（深圳）
技术类,2,深圳,2019-04-28,TEG02-自研交换机测试高级工程师（深圳）（深圳总部）
设计类,1,深圳,2019-04-28,15569-写实竞速3D场景美术设计师（深圳）
技术类,5,深圳,2019-04-28,TME-全民K歌用户推荐算法工程师（深圳）
技术类,1,深圳,2019-04-28,15569-Unity3D高级游戏引擎工程师（深圳）
设计类,1,深圳,2019-04-28,24012-场景概念原画设计师（深圳）
技术类,1,深圳,2019-04-28,24012-H5游戏开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21087-DNF安全运营（深圳）
内容编辑类,1,深圳,2019-04-28,PCG15-网红经纪与运营
技术类,10,深圳,2019-04-28,23671-短视频后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,27020-云计算开发工程师（深圳）
技术类,3,深圳,2019-04-28,TME-QQ音乐推荐算法工程师（深圳）
技术类,1,成都,2019-04-28,15575-《王者荣耀》后台开发高级工程师（成都）
技术类,1,深圳,2019-04-28,GY0-【国际业务部】后台测试开发工程师（深圳）
技术类,3,深圳,2019-04-28,23671-短视频前端开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21087-游戏版本管理（深圳）
市场类,1,深圳,2019-04-28,27192-互娱市场与用户研究经理
职能类,1,深圳,2019-04-28,IEG-招聘经理（深圳）
产品/项目类,1,深圳,2019-04-28,21482-赛事/渠道运营经理（深圳）
产品/项目类,1,深圳,2019-04-28,18402-RPG手游数据分析（深圳）
技术类,1,深圳,2019-04-28,CSIG17-AI开放平台高级测试工程师
职能类,1,北京,2019-04-28,18924-CSIG云与智慧产业事业群-部门秘书（北京）
技术类,2,深圳,2019-04-28,TEG15-计费系统后台测试高级工程师（深圳）
技术类,1,北京,2019-04-28,TEG11-高级业务运维工程师（北京）
产品/项目类,1,深圳,2019-04-28,21227-游戏市场与社区运营管理
技术类,1,上海,2019-04-28,30634-腾讯广告商业内容项目开发工程师（上海）
职能类,1,广州,2019-04-28,FWZ-微信维权法务（广州）
技术类,1,深圳,2019-04-28,TEG05-Linux后台开发工程师（深圳）
技术类,1,上海,2019-04-28,15573-手游客户端开发高级工程师（上海）
产品/项目类,1,深圳,2019-04-28,HY6-互娱平台赛事产品运营经理
技术类,2,深圳,2019-04-28,31498-技术美术
技术类,1,深圳,2019-04-28,TEG05-Linux后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,CS-腾讯公益产品经理
设计类,1,深圳,2019-04-28,23292-互娱视觉设计师（深圳）
技术类,2,深圳,2019-04-28,31498-游戏AI研发工程师
设计类,1,深圳,2019-04-28,25928-视觉设计师（深圳）
职能类,1,广州,2019-04-28,18924-CSIG云与智慧产业事业群-行政秘书（广州）
职能类,1,北京,2019-04-28,18924-CSIG云与智慧产业事业群-行政秘书（北京）
技术类,1,深圳,2019-04-28,TME-QQ音乐商业化Web前端工程师（深圳）
技术类,3,深圳,2019-04-28,TME-QQ音乐Web前端工程师（深圳）
市场类,1,深圳,2019-04-28,23292-互娱游戏品牌经理
职能类,1,深圳,2019-04-28,18924-CSIG云与智慧产业事业群-部门秘书（深圳）
产品/项目类,2,深圳,2019-04-28,31498-高级项目经理
技术类,2,深圳,2019-04-28,TME-QQ音乐商业化Web前端工程师（深圳）
职能类,1,深圳,2019-04-28,21530-腾讯音乐企业文化经理（深圳）
产品/项目类,1,广州,2019-04-28,WXG08-212 微信看一看产品策划经理（广州）
技术类,2,深圳,2019-04-28,TME-QQ音乐后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,TME-腾讯音乐业务运维工程师（深圳）
技术类,2,深圳,2019-04-28,TME-腾讯音乐运营开发工程师（深圳）
技术类,1,深圳,2019-04-28,CSIG14-URL安全组后台开发工程师（深圳）
,1,深圳,2019-04-28,14914-安全产品公关经理（深圳）
职能类,1,北京,2019-04-28,21527-腾讯音乐投资公司管理高级经理（北京）
技术类,1,深圳,2019-04-28,TME-腾讯音乐存储运维工程师（深圳）
设计类,1,深圳,2019-04-28,PCG19-腾讯视频TV端视觉设计师（深圳）
技术类,1,上海,2019-04-28,25927-游戏测试经理（上海）
市场类,1,深圳,2019-04-28,30627-腾讯广告SMB区域业务拓展经理 （RGM)--南区
职能类,1,深圳,2019-04-28,21527-腾讯音乐投资公司管理高级经理（深圳）
技术类,1,深圳,2019-04-28,31504-运营开发工程师
技术类,1,深圳,2019-04-28,TME-腾讯音乐全民K歌音频算法工程师（深圳）
产品/项目类,1,北京,2019-04-28,30623-腾讯广告联盟广告品牌运营经理（北京）
产品/项目类,1,北京,2019-04-28,23674-腾讯新闻客户端产品策划
技术类,3,深圳,2019-04-28,31329-计算机视觉资深研究员
技术类,1,深圳,2019-04-28,31504-高级数据运维工程师（DBA）
产品/项目类,1,深圳,2019-04-28,CSIG14-市场监管产品经理
设计类,1,深圳,2019-04-28,28966-游戏平台C4D品牌设计师（深圳）
技术类,2,深圳,2019-04-28,CSIG17-云测试高级工程师（AI和智能硬件相关）
技术类,1,成都,2019-04-28,25927-游戏高级测试工程师（成都）
职能类,1,深圳,2019-04-28,6486-秘书（深圳）
设计类,1,上海,2019-04-28,15616-高级动画师
技术类,2,深圳,2019-04-28,CSIG17-云测试高级工程师
技术类,1,深圳,2019-04-28,25663-腾讯云海外行业专家(北京/上海/深圳)（深圳总部）
设计类,1,深圳,2019-04-28,29911-用户研究员
职能类,1,深圳,2019-04-28,6486-秘书（深圳）
设计类,1,深圳,2019-04-28,31677-用户研究组长（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-腾讯云泛政府行业产品运营组组长（深圳）
技术类,1,北京,2019-04-28,25663-腾讯云海外行业专家(北京/上海/深圳)（北京）
技术类,1,上海,2019-04-28,25663-腾讯云海外行业专家(北京/上海/深圳)（上海）
技术类,1,深圳,2019-04-28,31504-Web前端开发工程师
技术类,1,深圳,2019-04-28,31329-计算机视觉专家研究员
技术类,1,深圳,2019-04-28,30360-30360-手机QQ-Android开发工程师（深圳）
设计类,1,上海,2019-04-28,15618-2D场景设计师（上海）
技术类,1,深圳,2019-04-28,31504-高级运营开发工程师
技术类,1,深圳,2019-04-28,22989-腾讯云CVM产品前端开发工程师（深圳）
技术类,3,深圳,2019-04-28,CSIG17-云高级测试开发工程师
产品/项目类,1,深圳,2019-04-28,21309-企鹅辅导产品运营经理
设计类,1,上海,2019-04-28,15618-3D特效设计师（上海）
设计类,1,上海,2019-04-28,15618-游戏UI设计师（上海）
产品/项目类,1,深圳,2019-04-28,15570-高级关卡策划（FPS/TPS射击类）（深圳）
技术类,1,上海,2019-04-28,25927-应用开发高级工程师（上海）
产品/项目类,2,深圳,2019-04-28,PCG09-短视频高级产品运营经理
技术类,2,北京,2019-04-28,23671-企鹅号前端开发（北京）
技术类,2,深圳,2019-04-28,PCG09-信息流后台开发工程师
产品/项目类,1,深圳,2019-04-28,15570-FPS系统策划（深圳）
产品/项目类,1,深圳,2019-04-28,PCG09-信息流产品垂类高级产品经理（搞笑品类）
技术类,2,北京,2019-04-28,22088-体育潮流电商系统研发
技术类,1,北京,2019-04-28,23671-企鹅号数据开发工程师（北京）
技术类,1,深圳,2019-04-28,22989-经营平台产品中心web前端开发
产品/项目类,1,深圳,2019-04-28,19511-内容运营经理（深圳）
产品/项目类,1,深圳,2019-04-28,PCG09-信息流产品高级数据分析师
职能类,1,深圳,2019-04-28,21645-高级法律顾问
职能类,1,深圳,2019-04-28,HGJ-Legal Counsel (Technology Transactions)
技术类,2,深圳,2019-04-28,22989-视频云高级Web前端开发
市场类,1,广州,2019-04-28,30626-腾讯广告OTT智能电视广告销售经理（南区）
设计类,1,上海,2019-04-28,15573-MMORPG UE4手游交互设计师(上海)
职能类,1,深圳,2019-04-28,HGJ-senior legal counsel(MA)
技术类,1,深圳,2019-04-28,31504-云服务平台部--服务运营中心总监
职能类,1,深圳,2019-04-28,AQ-行业合作经理（深圳）
设计类,1,上海,2019-04-28,15573-MMORPG UE4手游资深美术3D设计（上海）
设计类,1,上海,2019-04-28,15573-MMORPG UE4手游3D特效美术师（上海）
职能类,1,深圳,2019-04-28,AQ-产品安全经理（深圳）
职能类,1,深圳,2019-04-28,29050-数据安全经理/专家（深圳）
市场类,1,上海,2019-04-28,27554-腾讯音乐商业制片人（上海）
设计类,1,上海,2019-04-28,15573-MMORPG UE4手游3D动画设计师（上海）
产品/项目类,1,北京,2019-04-28,22086-体育号高级产品经理
职能类,1,广州,2019-04-28,AQ-产品安全经理（广州）
职能类,2,北京,2019-04-28,29050-数据安全经理/专家（北京）
职能类,1,北京,2019-04-28,AQ-行业合作经理（北京）
市场类,1,北京,2019-04-28,28481-高级医疗商务拓展经理（北京）
产品/项目类,1,北京,2019-04-28,22086-腾讯体育-内容消费高级产品经理
技术类,2,深圳,2019-04-28,PCG10-浏览器阅读中心前端开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,18432-策略分析师
产品/项目类,1,深圳,2019-04-28,21309-在线教育流量运营及销转专家（运营/增长黑客）
内容编辑类,1,北京,2019-04-28,21882-高级医学编辑（深圳/北京）
产品/项目类,1,北京,2019-04-28,22086-体育号CP管理产品经理 
产品/项目类,1,成都,2019-04-28,PCG10-高级产品经理（工具产品方向）
职能类,1,深圳,2019-04-28,29316-HRBP（深圳）
产品/项目类,1,深圳,2019-04-28,18432-基金高级分析师
技术类,1,深圳,2019-04-28,31458-信用卡业务后台开发工程师
产品/项目类,1,深圳,2019-04-28,26787-海外业务产品运营经理
技术类,1,深圳,2019-04-28,PCG10-浏览器阅读中心后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,15851-游戏专项测试开发工程师(深圳)
技术类,2,深圳,2019-04-28,S2-区块链应用开发工程师（深圳）
产品/项目类,1,北京,2019-04-28,22088-体育电商产品经理
产品/项目类,1,深圳,2019-04-28,18402-MMO手游-平台渠道运营
技术类,1,深圳,2019-04-28,15851-游戏测试工程师（深圳）
技术类,1,深圳,2019-04-28,30359-视频业务运维工程师
