job,number,place,pub_time,title
产品/项目类,2,深圳,2019-04-28,22989-腾讯专有云高级产品运营经理（深圳）
技术类,1,深圳,2019-04-28,15581-游戏后台开发（深圳）
产品/项目类,1,深圳,2019-04-28,15579-动作游戏操作设计策划
产品/项目类,1,深圳,2019-04-28,31967-企鹅电竞商业化运营经理（策划运营向）
产品/项目类,1,深圳,2019-04-28,21882-腾讯医典高级产品经理(内容方向)（深圳）
产品/项目类,1,深圳,2019-04-28,HY-互娱健康项目运营专员(深圳)
产品/项目类,1,北京,2019-04-28,25663-腾讯云高级项目经理（北京）
产品/项目类,1,深圳,2019-04-28,22989-报价器产品经理（深圳）
市场类,1,重庆,2019-04-28,19837-电影区域发行经理（重庆）
市场类,1,深圳,2019-04-28,32661-QQ品牌经理（深圳）
技术类,5,深圳,2019-04-28,TEG11-高级AI后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-腾讯云教育行业高级运营经理（深圳）
市场类,2,深圳,2019-04-28,27087-内容营销经理
产品/项目类,1,深圳,2019-04-28,27092-商业化高级营销策划经理（深圳）
市场类,1,深圳,2019-04-28,25668-区域市场经理（深圳）
技术类,2,深圳,2019-04-28,22989-云计算后台开发工程师
职能类,1,香港,2019-04-28,"HGJ-Senior Legal Counsel, Tencent, Payments / Financial Regulatory"
,1,深圳,2019-04-28,TME-媒介经理（社区运营方向）
内容编辑类,1,北京,2019-04-28,22851-综艺项目运营编辑（北京）
设计类,1,深圳,2019-04-28,32032-UI美术视觉设计(深圳）
产品/项目类,1,上海,2019-04-28,15614-MMORPG资深文案策划（上海）
职能类,1,深圳,2019-04-28,21530-腾讯音乐培训经理（深圳）
技术类,1,上海,2019-04-28,30628-腾讯程序化广告后台开发工程师（研发中心-上海）
职能类,3,深圳,2019-04-28,21532-腾讯音乐部门秘书（深圳）
技术类,1,深圳,2019-04-28,25923-大数据运维工程师（深圳）
,1,深圳,2019-04-28,14914-智慧零售公关经理(深圳）
设计类,1,深圳,2019-04-28,28966-游戏美术2D设计师（深圳）
技术类,2,深圳,2019-04-28,15569-UE4写实竞速高级引擎研发工程师（深圳）
技术类,1,成都,2019-04-28,28481-腾讯医疗售前解决方案架构师(成都）
产品/项目类,1,深圳,2019-04-28,CSIG15-行业解决方案架构师
设计类,1,深圳,2019-04-28,29910-信息流商业化游戏分发交互设计师（深圳）
设计类,1,深圳,2019-04-28,15605-手游2D场景原画设计师（深圳）
技术类,1,深圳,2019-04-28,25928-Gcloud游戏云平台后台开发
技术类,1,深圳,2019-04-28,28481-腾讯医疗售前解决方案架构师（深圳）
技术类,1,深圳,2019-04-28,CSIG15-Android终端高级工程师
职能类,1,深圳,2019-04-28,PCG20-部门秘书（深圳）
技术类,2,深圳,2019-04-28,15569-QQ飞车手游客户端高级开发工程师（深圳）
技术类,1,上海,2019-04-28,21761-测试经理（上海）
产品/项目类,1,深圳,2019-04-28,22989-高校合作运营经理(深圳）
技术类,1,深圳,2019-04-28,20354-安全专家(深圳）
技术类,2,深圳,2019-04-28,15569-魂斗罗客户端高级开发工程师(深圳)
技术类,4,深圳,2019-04-28,30359-存储运营开发高级工程师
产品/项目类,1,深圳,2019-04-28,22989-品牌运营经理（深圳）
产品/项目类,2,深圳,2019-04-28,CSIG15-终端产品经理
,1,深圳,2019-04-28,14914-高级策划公关经理（深圳）
技术类,1,深圳,2019-04-28,S2-ERP高级技术运营工程师（深圳）
技术类,1,深圳,2019-04-28,21527-腾讯音乐应用运营工程师
产品/项目类,1,北京,2019-04-28,32269-腾讯视频网大制片人
市场类,1,上海,2019-04-28,30624-腾讯广告奢侈品行业华东广告销售经理（上海）
技术类,2,深圳,2019-04-28,31504-云售前架构师
技术类,1,深圳,2019-04-28,TME-腾讯音乐推荐引擎与机器学习后台高级工程师
技术类,3,深圳,2019-04-28,TME-腾讯音乐移动产品质量测试工程师（深圳）
技术类,1,深圳,2019-04-28,PCG04-应用分发测试开发工程师（深圳）
市场类,1,深圳,2019-04-28,17467-娱乐营销经理
技术类,1,深圳,2019-04-28,20016-王者荣耀海外版高级游戏测试工程师（深圳）
技术类,1,深圳,2019-04-28,28994-区块链应用web前端开发
设计类,1,深圳,2019-04-28,28966-游戏GUI视觉设计（深圳）
技术类,1,广州,2019-04-28,WXG07-115 广州研发部web前端研发工程师（广州）
产品/项目类,5,深圳,2019-04-28,SD3-互娱英文海外PM（深圳）
设计类,1,北京,2019-04-28,24548-IP授权业务设计师
技术类,1,深圳,2019-04-28,PCG16-波洞移动端安卓高级开发工程师
市场类,1,深圳,2019-04-28,30936-政府合作经理
技术类,2,深圳,2019-04-28,TEG12-web前端开发工程师（深圳）
技术类,1,深圳,2019-04-28,30628-腾讯广告机器学习平台研究员（研发中心-深圳）
设计类,1,深圳,2019-04-28,EC-教育创想业务视觉设计师（深圳）
产品/项目类,2,深圳,2019-04-28,18796-腾讯即玩云游戏运营经理(深圳)
设计类,1,深圳,2019-04-28,28966-交互设计师(深圳）
产品/项目类,1,深圳,2019-04-28,21228-女性向游戏本地化策划
产品/项目类,1,深圳,2019-04-28,21228-女性向游戏市场及内容营销
技术类,1,北京,2019-04-28,CSIG16-腾讯地图Android开发工程师（北京）
设计类,1,深圳,2019-04-28,28966-交互设计师(深圳）
产品/项目类,1,上海,2019-04-28,29777-腾讯云企业行业高级产品经理（上海）
产品/项目类,2,深圳,2019-04-28,21228-女性向游戏社区及用户管理
技术类,1,深圳,2019-04-28,WXG04-115 微信游戏web前端开发工程师（深圳）
设计类,2,深圳,2019-04-28,GY0-【国际业务部】交互设计师（深圳）
产品/项目类,1,深圳,2019-04-28,21882-医生端产品经理（移动端和PC端）（深圳）
技术类,1,北京,2019-04-28,WXG08-121 微信模式识别自然语言处理算法工程师（北京）
技术类,1,北京,2019-04-28,CSIG15-客户端开发工程师
产品/项目类,1,深圳,2019-04-28,27092-内容商业化运营经理/高级运营经理（深圳）
职能类,1,北京,2019-04-28,14173-ESOP股权激励专家/总监
产品/项目类,1,深圳,2019-04-28,21882-中后台产品经理（深圳）
技术类,1,上海,2019-04-28,31498-游戏引擎研发工程师(上海)
产品/项目类,1,深圳,2019-04-28,27092-内容商业化-高级产品策划经理（深圳）
技术类,2,深圳,2019-04-28,PCG15-互动视频web前端开发（深圳）
产品/项目类,1,深圳,2019-04-28,PCG14-应用宝平台高级产品经理（深圳）
技术类,2,深圳,2019-04-28,22989-腾讯云DNSPod域名服务PHP/Python开发工程师
技术类,2,深圳,2019-04-28,24012-游戏社交Android高级开发工程师（深圳）
技术类,2,深圳,2019-04-28,24012-游戏社交高级后台开发工程师（深圳）
设计类,1,深圳,2019-04-28,15581-欢乐游戏2D角色设计师（深圳）
产品/项目类,1,深圳,2019-04-28,21228-游戏评测方向游戏策划（深圳）
技术类,1,北京,2019-04-28,CSIG16-手机地图web前端开发（北京）
设计类,2,深圳,2019-04-28,24012-场景概念原画设计师（深圳）
技术类,2,深圳,2019-04-28,24012-游戏社交IOS高级开发工程师（深圳）
市场类,1,北京,2019-04-28,19837-电视剧宣传策划经理
市场类,1,深圳,2019-04-28,32698-青腾大学高级品牌公关经理(深圳）
技术类,1,深圳,2019-04-28,22989-大数据及人工智能web前端开发
技术类,2,深圳,2019-04-28,29777-腾讯云工业行业方案架构师（深圳）
设计类,1,北京,2019-04-28,31677-腾讯地图移动端高级交互设计师（北京）
技术类,1,深圳,2019-04-28,GY0-【国际业务部】前端开发工程师（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云SDN控制器开发工程师
技术类,1,深圳,2019-04-28,22989-大数据及人工智能web前端开发
产品/项目类,1,深圳,2019-04-28,26699-智慧零售高级产品策划（深圳）
设计类,2,北京,2019-04-28,31677-腾讯地图移动端高级视觉设计师（北京）
技术类,1,深圳,2019-04-28,GY0-【国际业务部】iOS客户端开发工程师(深圳)
产品/项目类,2,深圳,2019-04-28,22989-腾讯专有云高级研发项目经理（深圳）
产品/项目类,2,深圳,2019-04-28,22989-腾讯云To B流程和系统建设产品经理
内容编辑类,1,北京,2019-04-28,22851-腾讯视频综艺运营值班编辑（北京）
产品/项目类,1,深圳,2019-04-28,21882-腾讯医典垂直搜索产品总监（深圳）
产品/项目类,1,北京,2019-04-28,23671-企鹅号数据产品经理（北京）
,1,深圳,2019-04-28,23295-互娱游戏传播经理（深圳）
产品/项目类,1,北京,2019-04-28,23674-高级新闻推荐策略产品经理（新闻方向，短视频方向）
产品/项目类,1,深圳,2019-04-28,30936-功能游戏高级产品策划 
技术类,3,北京,2019-04-28,CSIG15-智能平台部NLP算法高级工程师(北京)
技术类,2,深圳,2019-04-28,31506-风险政策经理（深圳）
职能类,1,深圳,2019-04-28,15665-工作室群业务流程管理专员（深圳）
职能类,1,深圳,2019-04-28,S2-IEG财务管理（深圳）
产品/项目类,1,深圳,2019-04-28,25924-产品运营经理（深圳）
技术类,1,深圳,2019-04-28,TEG10-服务器架构工程师
技术类,1,深圳,2019-04-28,PCG09-信息流视频解决方案专家
技术类,1,深圳,2019-04-28,25928-效能开发工程师
产品/项目类,1,深圳,2019-04-28,TME-商业化广告高级产品经理(深圳)
产品/项目类,1,北京,2019-04-28,23486-社区产品高级产品经理
产品/项目类,1,深圳,2019-04-28,26564-海外社区运营(深圳）
职能类,1,深圳,2019-04-28,27441-基金财务经理（深圳）
技术类,2,深圳,2019-04-28,TEG09-计算平台研发工程师（深圳）
内容编辑类,1,北京,2019-04-28,22851-综艺频道用户增长和战略专员（北京）
产品/项目类,1,上海,2019-04-28,15573-移动游戏渠道运营(上海)
技术类,1,上海,2019-04-28,32032-资深后台开发工程师（上海）
技术类,2,深圳,2019-04-28,TEG05-Linux后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,26699-智慧零售行业系统架构师
技术类,2,深圳,2019-04-28,26699-智慧零售行业系统开发
技术类,1,深圳,2019-04-28,PCG09-信息流视频内容专家(CV方向)
技术类,1,上海,2019-04-28,32032-移动客户端UE开发工程师（上海）
技术类,1,深圳,2019-04-28,26699-智慧零售行业系统架构师
技术类,2,深圳,2019-04-28,29912-高级后台开发岗
技术类,2,深圳,2019-04-28,29912-Mac桌面开发工程师  
设计类,1,上海,2019-04-28,32032-资深特效美术设计师（上海）
职能类,1,深圳,2019-04-28,29302-服务采购商务岗
技术类,1,深圳,2019-04-28,26564-web前端开发(深圳）
产品/项目类,1,深圳,2019-04-28,23516-移动游戏社区运营(深圳）
设计类,1,上海,2019-04-28,32032-资深UI美术（上海）
设计类,1,上海,2019-04-28,32032-高级技术美术（上海）
技术类,1,北京,2019-04-28,CSIG16-自动驾驶高精地图（地图编译）
产品/项目类,1,美国,2019-04-28,30933-Lead Game Narrative Designer
产品/项目类,1,上海,2019-04-28,21229-新媒体合作运营高级经理（上海）
产品/项目类,1,北京,2019-04-28,29777-腾讯云交通行业策略专家（北京）
技术类,1,北京,2019-04-28,CSIG16-自动驾驶云平台高级测试工程师（北京）
产品/项目类,1,上海,2019-04-28,21229-代理游戏高级产品运营
市场类,1,深圳,2019-04-28,TME-全民K歌海外市场与用户研究经理（深圳）
技术类,1,深圳,2019-04-28,30361-腾讯文档web前端开发
产品/项目类,1,上海,2019-04-28,29777-腾讯云交通行业策略专家（上海）
技术类,1,北京,2019-04-28,CSIG16-自动驾驶云平台高级前端开发工程师（北京）
产品/项目类,1,深圳,2019-04-28,23671-企鹅号平台产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,TME-粉丝经济高级产品策划（深圳）
技术类,1,深圳,2019-04-28,PCG04-测试Leader
技术类,1,深圳,2019-04-28,PCG04-安全测试组长
技术类,1,北京,2019-04-28,PCG04-后台开发工程师（北京）
产品/项目类,1,深圳,2019-04-28,27730-产品经理（用户运营方向）
职能类,1,深圳,2019-04-28,31109-招聘经理
技术类,1,深圳,2019-04-28,18302-剑灵IP手游后台高级开发工程师（深圳）
技术类,1,深圳,2019-04-28,PCG04-web前端高级开发工程师
内容编辑类,1,北京,2019-04-28,TME-节目编导
职能类,1,北京,2019-04-28,RP-健康顾问（顾问合同）
产品/项目类,1,深圳,2019-04-28,21089-英雄联盟衍生品运营（深圳）
产品/项目类,1,深圳,2019-04-28,21227-ARPG品类本地化高级运营策划
技术类,1,深圳,2019-04-28,TEG02-云网络测试工程师
技术类,1,深圳,2019-04-28,PCG10-浏览器功能前端开发工程师
产品/项目类,1,北京,2019-04-28,24548-电影商业制片人
市场类,2,深圳,2019-04-28,28297-Strategic Planning Manager – Oversea Business
技术类,2,深圳,2019-04-28,15570-MMO+FPS手游高级引擎开发工程师（海外）
职能类,1,深圳,2019-04-28,WH-企业文化经理（深圳）
技术类,2,深圳,2019-04-28,27730-短视频APP后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,18402-移动游戏本地化高级策划（深圳）
产品/项目类,1,深圳,2019-04-28,21227-创新手游产品—市场和平台渠道推广
技术类,1,上海,2019-04-28,15614-客户端高级工程师（上海）
内容编辑类,1,北京,2019-04-28,32271-腾讯视频效果投放运营经理（信息流方向）
技术类,1,深圳,2019-04-28,18428-金融应用安全运维工程师
技术类,1,北京,2019-04-28,22090-天天快报-IOS开发工程师（北京）
技术类,1,深圳,2019-04-28,20354-腾讯云安全攻防专家（深圳总部）
技术类,1,深圳,2019-04-28,20354-腾讯云安全产品后台高级开发工程师
技术类,3,深圳,2019-04-28,TME-全民K歌国际版后台工程师
设计类,2,上海,2019-04-28,15616-高级UI视觉设计师
技术类,1,深圳,2019-04-28,28096-腾讯音乐DMP后台开发工程师（深圳）
技术类,1,北京,2019-04-28,20354-腾讯云安全攻防专家（北京）
产品/项目类,1,深圳,2019-04-28,30626-腾讯广告KA渠道赋能经理（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云块存储高级运营开发工程师（深圳）
技术类,1,深圳,2019-04-28,28096-腾讯音乐音频研究员（深圳）
技术类,1,深圳,2019-04-28,24012-手游后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21882-积分商城产品运营经理（深圳）
技术类,1,深圳,2019-04-28,27553-腾讯音乐后台开发工程师（深圳）
技术类,2,广州,2019-04-28,WXG03-113 微信公众平台后台开发工程师（广州）
技术类,1,深圳,2019-04-28,28096-腾讯音乐广告推荐算法工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21882-腾讯医典会员产品运营经理（深圳）
产品/项目类,1,深圳,2019-04-28,21882-会员生活特权产品运营经理（深圳）
技术类,1,深圳,2019-04-28,GY0-【国际业务部】搜索业务高级算法工程师(深圳) 
产品/项目类,2,深圳,2019-04-28,23518-移动游戏渠道运营经理（微信/手Q/二级渠道）
产品/项目类,1,北京,2019-04-28,21309-儿童英语启蒙产品ABCmouse产品运营经理（北京）
